title,details,type,type_id,host,date,time,location,link
Workout of the Day with Duke Rec,"Come join the Duke Rec personal trainers for a fun workout on K-Ville lawn. All levels are welcome as we're hoping to get everyone moving! Prizes will be given for a few fun, friendly competitions.Registration RequiredClick on the link: https://myrec.recreation.duke.edu/ to reserve your spot! After logging in click on Fitness/Group Fitness/Wellness Day WOD",Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",3 PM – 3:45 PM EDT (GMT-4),K-Ville,https://dukegroups.com/events/rsvp?id=1043777
Virtual Yoga with the Student Wellness Center,Practice self care and join us for Yoga!Mondays - 2:00 - 2:50pmhttps://duke.zoom.us/meeting/register/tJYvceCurT4rHtJ48TifimOX6-Z_0tvMXbYD,Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",2 PM – 2:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=920630
Moments of Mindfulness - Yoga,"This wellness experience will allow you to focus on your mind-body connection through physical poses, controlled breathing, and relaxation that will help you manage stress and anxiety.",Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",2 PM – 2:50 PM EDT (GMT-4),Zoom,https://dukegroups.com/events/rsvp?id=1040345
Blue Devils Care + Arts Annex Wellness Kits,"Join Blue Devils Care and Duke Arts Annex in this unique, Arts Fest + Wellness Day collaboration to receive a watercolor kit!",Health/Wellness,1,Student Involvement & Leadership,"Mon, Apr 12, 2021",2 PM – 5 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1061589
Move Well: Create a Wellness Vibe with the Nasher,"Interested in something more creative than usual for Wellness Day? Choose one of these arts adventures from the Nasher Museum and create the vibe you need to support your personal wellness.Move Well: From2 – 3 PM or 4 – 5 PM, student may join one of two meditation-based movement workshops in person in the Nasher Sculpture Garden.Inspired by the outdoor exhibition RESIST COVID / TAKE 6!, use your body to express, process and release feelings about the challenges brought on by the pandemic. Dance artists Alyah Baker, Lee Edwards and Courtney Liu will guide small groups through somatic activities, using various artistic methods to respond to the energies of the shared space. Masks will be required, and social distancing will be observed, with a maximum of 20 students for each hour-long movement session.",Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",2 PM – 5 PM EDT (GMT-4),Nasher Museum Sculpture Park,https://dukegroups.com/events/rsvp?id=1053166
Play Outside with Jewish Life at Duke,"Join Jewish Life at Duke for games on the lawn in front of the Freeman Center (Campus and Swift). We have giant chess, giant Jenga, bucketball, cornhole, and more. Hang out on a JLD picnic blanket (one per person), listen to tunes, and play!",Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",2 PM – 4 PM EDT (GMT-4),Freeman Center (Campus and Swift),https://dukegroups.com/events/rsvp?id=1048687
Outdoor Lawn Games & Sports with Duke Rec,"Join us outdoors as we provide a variety of activities and games for the campus community to participate in to celebrate Wellness Day!We will have outdoor tennis courts on West Campus for drop-in tennis singles play. This is tentatively approved through Duke Athletics, but may be cancelled should Varsity Tennis have any matches rescheduled.We will also have cornhole sets and a KanJam set for students to use. Outdoor Adventures will be bringing out their slack line to test your balancing abilities!All events will take place on Krzyzewskiville Lawn in front of the Wilson Recreation Center.",Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",1 PM – 7 PM EDT (GMT-4),Krzyzewskiville Lawn in front of Wilson Recreation Center,https://dukegroups.com/events/rsvp?id=1042620
Make Well: Create a Wellness Vibe with the Nasher,"Interested in something more creative than usual for Wellness Day? Choose one of these arts adventures from the Nasher Museum and create the vibe you need to support your personal wellness.In conjunction with Graphic Pull: Contemporary Prints from the Collection, make art in the comfort of your personal space—on your own or with podmates. Register in advance and reserve a creative wellness kit! These kits will include art supplies for screen printing on paper as well as access to drink recipes based on your mood and playlists curated for your relaxation.Registration required for each program.",Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",1 PM – 5 PM EDT (GMT-4),Nasher Museum Sculpture Park,https://dukegroups.com/events/rsvp?id=1061585
Yoga on K-Ville with Duke Rec,"Join Duke Rec for a relaxing guided yoga class outdoors on Kville. Mats will be available for use, but you may bring your own.",Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",1 PM – 1:45 PM EDT (GMT-4),K-Ville,https://dukegroups.com/events/rsvp?id=1045710
Virtual Guided Meditation,"Join our weekly meditation Mondays, Wednesdays, and Thursdays from 12:00PM-12:50PM as a tool to decrease stress.To join, click the link:https://duke.zoom.us/meeting/register/tJcrdemprD8uH9KsmYUvn_C-AcuE4sm1ArHoMeeting ID: 936 2012 4456All levels of experience are welcome, and the sessions are open to all Duke students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",12 PM – 12:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=918486
Guided Meditation - Moments of Mindfulness,Are you looking for ways to prioritize your self-care?This wellness experience allows you to learn a new skill or continue your practice as you relax more and worry less while coming together with the greater Duke community.,Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",12 PM – 12:50 PM EDT (GMT-4),Zoom,https://dukegroups.com/events/rsvp?id=1040382
Jazz on East Campus with Duke Arts,Jazz quartet on East Campus.,Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",12 PM – 1 PM EDT (GMT-4),East Campus,https://dukegroups.com/events/rsvp?id=1060154
Colors of the Duke Rainbow with CSGD,"The Center for Sexual and Gender Diversity will be on the Bryan Center Plaza. Visit us and get your own Duke themed pride coloring book along with your choice of markers, coloring pencils, or crayons. You're welcome to color with us in community, or take the coloring book with you to go.",Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",11 AM – 3 PM EDT (GMT-4),Bryan Center Plaza,https://dukegroups.com/events/rsvp?id=1042751
MYO Aromatherapy Room Spray on East,Join DuWell on East Campus where you'll have the chance to make your own Aromatherapy Room Spray from a variety of recipes that will help induce relaxation through sense of smell.,Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",11 AM – 2 PM EDT (GMT-4),East Campus Quad,https://dukegroups.com/events/rsvp?id=1071165
Prayer Pilgrimage to Spiritual Wellness Spaces with Duke Chapel,"Walk to the spaces around campus that have been set aside for your spiritual wellness. Come for a little while or participate in the whole pilgrimage. At each space, religious leaders from different faith traditions will offer moments of prayer and meditation. Join us in this exercise for your body, mind, and spirit.(See map here: https://www.arcgis.com/home/webmap/viewer.html?webmap=aa20785652184a698cd40609fe707dc2&extent=-78.9407,36.0029,-78.9289,36.0088)",Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",11 AM – 12:30 PM EDT (GMT-4),Starting at Duke Chapel,https://dukegroups.com/events/rsvp?id=1043653
Dance Cardio with DukeArts,"Kick off Wellness Day with a pre-lunch dance cardio workout to ignite your creativity and boost your physical and mental health! In this workshop you'll learn basic dance moves that are simple, uplifting, and safe to do in your home or dorm room. This will be a guaranteed workout for your heart and your soul!To register, click here:   https://duke.zoom.us/meeting/register/tJ0qdumrqjMrG9XufHrmoimoOViSrAtakGqcDISCLAIMER: This program involves physical exertion and movement through and across space, so before beginning ensure you have adequate clear, safe space free of obstacles to move and are wearing appropriate footwear for the floor surface. If more than one person will be participating, ensure adequate space to avoid contact with other participants. It is your responsibility to use personal judgment concerning the degree of your participation in the activities, and to determine that you are in proper physical condition to participate in such activities.",Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",11 AM – 12 PM EDT (GMT-4),Zoom,https://dukegroups.com/events/rsvp?id=1042911
The Group: Virtual Recovery Group Meeting,Are you a Duke student in recovery? Do you need support and community? Join us on Mondays at 10:30 AM on Zoom.https://duke.zoom.us/s/92176967807,Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",10:30 AM – 11:30 AM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=938978
Self-guided Activities in the Duke Gardens,A variety of self-guided activities will be provided to students/faculty/staff.,Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",10 AM – 4 PM EDT (GMT-4),Duke Gardens,https://dukegroups.com/events/rsvp?id=1046616
Mindful Moments Monday,"Stressed out? Struggling with the ever-changing circumstances in which we are all living? Join us for a moment of mindfulness every Monday morning. Skills taught will be based on Koru Mindfulness, an evidence-based program specifically designed for teaching mindfulness and meditation as a way to manage stress and reduce anxiety. To join follow the link on the day of the session:",Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",9 AM – 9:30 AM EDT (GMT-4),Zoom,https://dukegroups.com/events/rsvp?id=1039824
Community Work Day with Duke Campus Farm,"Participants will engage hands-on farm projects (i.e. prepping beds,turning compost) at the Duke Campus Farm. First time farm visitorsencouraged, no prior experience necessary. We will also conductwelcome and reflection circles.Transportation is not provided. Participants will have to transport themselves to the farm for participation.",Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",9 AM – 12 PM EDT (GMT-4),Duke Campus Farm,https://dukegroups.com/events/rsvp?id=1071515
Wellness Day Morning Yoga with Duke Rec,"This is a vinyasa flow class for all levels of experience. We will practice self-care through asana, breath work and lots of time for relaxation. Our intention will be one of ""ahimsa,"" which is kindness towards ourselves and others in both our actions and our thoughts.",Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",8:30 AM – 9:30 AM EDT (GMT-4),Zoom,https://dukegroups.com/events/rsvp?id=1077453
Guided Meditation - Offered Every Hour,"Group meditation is a great way to solidify a meditative practice. Meditation increases the immune system and self-compassion while helping to regulate stress. Every hour today Koru facilitators will be guiding students, staff and faculty through meditative exercises. Join us for a few moments or an hour and go about the rest of your day in a calmer manner.Sessions start at the top of every hour from 8am - 9 pm.The makers of Headspace will be leading the meditation during the 12pm block.",Health/Wellness,1,Student Wellness Center,"Mon, Apr 12, 2021",8 AM – 9 PM EDT (GMT-4),Zoom,https://dukegroups.com/events/rsvp?id=1040359
The Group: Virtual Recovery Group Meeting,Are you a Duke student in recovery? Do you need support and community? Join us on Fridays at 4:30 PM on Zoom. https://duke.zoom.us/s/91741811570,Health/Wellness,1,Student Wellness Center,"Fri, Apr 9, 2021",4:30 PM – 5:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=939432
Virtual Sleight of Hand with the Wellness Center,"Through this virtual wellness experience you will have the opportunity to learn or expand your knowledge of card tricks!You can help to spread joy, laughter, and ""How did you do that?"", all while disconnecting from the stresses of schoolwork and learning a new skill.This group meets on the every Wednesday from 7:00 - 7:50pm online.Join us on Zoom:https://duke.zoom.us/meeting/register/tJMscOCsqz4qHNZWxbk56Mz5_sc-FV6gcgAN",Health/Wellness,1,Student Wellness Center,"Thu, Apr 8, 2021",7 PM – 7:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=921181
Virtual Tea Gather with the Wellness Center,"In partnership with Duke CommuniTEA, this wellness experience allows you to gain a deeper understanding of wellness through tea culture. You will have the opportunity to interact through the medium of tea appreciation in a space that promotes relaxation and self-care.Join us on Zoom:https://duke.zoom.us/meeting/register/tJMkdO2hqD4iHNIVWh8h1-ntzWoWLAWljxdxThursdays from 6:00pm - 7:00pm.",Health/Wellness,1,Student Wellness Center,"Thu, Apr 8, 2021",6 PM – 7 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=1073495
Survivor: A Zoom Meditation and Wellness Session,A meditation and wellness space hosted by the Lambda Omega Chapter for Delta Week 2021,Health/Wellness,1,"Delta Sigma Theta Sorority, Inc.","Thu, Apr 8, 2021",5 PM – 6 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1077054
In-Person Knitting Group with the Wellness Center,"Created by one of our Wellness Interns, this in-person experience gives you a chance to become a part of an inclusive community (physically distanced) while learning or improving upon a skill that promotes wellness through the mindful activity of knitting. No prior experience necessary!Students who participate must adhere to the Duke Compact, wearing a mask, physically distancing, and completing the SyMon monitoring app.This session will be streamed via Zoom for those who are remote. Zoom Link: https://duke.zoom.us/meeting/register/tJMlfumqpjotE9zthgWWF67D9SKrsTgJ_0rU",Health/Wellness,1,Student Wellness Center,"Thu, Apr 8, 2021",5 PM – 6 PM EDT (GMT-4),Outside Behind Student Wellness Center | Labyrinth & Meditation Garden,https://dukegroups.com/events/rsvp?id=1048522
Virtual Knitting Group with the Wellness Center,"Created by one of our Wellness Interns, this virtual experience gives you a chance to become a part of an inclusive community while learning or improving upon a skill that promotes wellness through the mindful activity of knitting.  No prior experience necessary!Join us on Zoom:https://duke.zoom.us/meeting/register/tJMlfumqpjotE9zthgWWF67D9SKrsTgJ_0rUThursdays- 5:00pm-6:00pm",Health/Wellness,1,Student Wellness Center,"Thu, Apr 8, 2021",5 PM – 6 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=921210
Virtual Guided Meditation,"Join our weekly meditation Tuesdays and Thursdays from 4:00PM-4:50PM as a tool to decrease stress.To join, click the link:https://duke.zoom.us/meeting/register/tJEsfuuorTojEtUPEcszJ7qoL8LllEZYXbMprAll levels of experience are welcome, and the sessions are open to all Duke students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Thu, Apr 8, 2021",4 PM – 4:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=918688
Virtual Guided Meditation,"Join our weekly meditation Mondays, Wednesdays, and Thursdays from 12:00PM-12:50PM as a tool to decrease stress.To join, click the link:https://duke.zoom.us/meeting/register/tJcrdemprD8uH9KsmYUvn_C-AcuE4sm1ArHoMeeting ID: 936 2012 4456All levels of experience are welcome, and the sessions are open to all Duke students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Thu, Apr 8, 2021",12 PM – 12:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=918484
Virtual Sleight of Hand with the Wellness Center,"Through this virtual wellness experience you will have the opportunity to learn or expand your knowledge of card tricks!You can help to spread joy, laughter, and ""How did you do that?"", all while disconnecting from the stresses of schoolwork and learning a new skill.This group meets on the every Wednesday from 7:00 - 7:50pm online.Join us on Zoom:https://duke.zoom.us/meeting/register/tJMscOCsqz4qHNZWxbk56Mz5_sc-FV6gcgAN",Health/Wellness,1,Student Wellness Center,"Wed, Apr 7, 2021",7 PM – 7:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=921046
Virtual Guided Meditation,"Join our weekly meditation Mondays, Wednesdays, and Thursdays from 12:00PM-12:50PM as a tool to decrease stress.To join, click the link:https://duke.zoom.us/meeting/register/tJcrdemprD8uH9KsmYUvn_C-AcuE4sm1ArHoMeeting ID: 936 2012 4456All levels of experience are welcome, and the sessions are open to all Duke students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Wed, Apr 7, 2021",12 PM – 12:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=918482
Virtual Guided Meditation,"Join our weekly meditation Tuesdays and Thursdays from 4:00PM-4:50PM as a tool to decrease stress.To join, click the link:https://duke.zoom.us/meeting/register/tJEsfuuorTojEtUPEcszJ7qoL8LllEZYXbMprAll levels of experience are welcome, and the sessions are open to all Duke students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Tue, Apr 6, 2021",4 PM – 4:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=918646
Virtual PASH Chat- Gender as a Spectrum in Cultural and Social Transitions-,"A conversation about gender expression through cultural and social transitions, evolving names, pronouns, and the aesthetic presentation of gender diverse folx beyond conforming to the limitations of socially imposed gender binaries.To join:  https://duke.zoom.us/meeting/register/tJMqc-qgpjItG9ZtFsjo1YOwrqUOevDMNJHx",Health/Wellness,1,Student Wellness Center,"Mon, Apr 5, 2021",7 PM – 8 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=920582
Virtual Buddhist Meditation,"If you are interested in joining a meditation community, here is a culturally and ideologically diverse group that brings core Buddhist teachings and mindfulness practices through experiential exercises and discussion.Deeply committed to celebrating different identities and vantage points and welcome all who are curious, including beginners, experienced Buddhists, and those of other faiths equally.To access: https://duke.zoom.us/my/bmcdzoom.All levels of experience are welcome, and the sessions are open to all Duke students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Mon, Apr 5, 2021",7 PM – 8 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=918780
Virtual Yoga with the Student Wellness Center,Practice self care and join us for Yoga!Mondays - 2:00 - 2:50pmhttps://duke.zoom.us/meeting/register/tJYvceCurT4rHtJ48TifimOX6-Z_0tvMXbYD,Health/Wellness,1,Student Wellness Center,"Mon, Apr 5, 2021",2 PM – 2:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=920628
DSG x EA: Campus Waste Audit,Are you interested in expanding composting in residential dorms or learning more about Duke's waste protocols? Looking for an easy one-time volunteer gig? Join us in this spring's Waste Audit to help push for composting in residence halls and for better waste education and transparency at Duke! We will be collecting and analyzing the waste from a variety of Duke's waste facilities in an effort to learn more about student waste and where we can efficiently expand composting programs on campus.,Health/Wellness,1,Duke Student Government,"Mon, Apr 5, 2021",1 PM – 5 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1051156
Virtual Guided Meditation,"Join our weekly meditation Mondays, Wednesdays, and Thursdays from 12:00PM-12:50PM as a tool to decrease stress.To join, click the link:https://duke.zoom.us/meeting/register/tJcrdemprD8uH9KsmYUvn_C-AcuE4sm1ArHoMeeting ID: 936 2012 4456All levels of experience are welcome, and the sessions are open to all Duke students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Mon, Apr 5, 2021",12 PM – 12:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=918481
The Group: Virtual Recovery Group Meeting,Are you a Duke student in recovery? Do you need support and community? Join us on Mondays at 10:30 AM on Zoom.https://duke.zoom.us/s/92176967807,Health/Wellness,1,Student Wellness Center,"Mon, Apr 5, 2021",10:30 AM – 11:30 AM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=938974
The Group: Virtual Recovery Group Meeting,Are you a Duke student in recovery? Do you need support and community? Join us on Fridays at 4:30 PM on Zoom. https://duke.zoom.us/s/91741811570,Health/Wellness,1,Student Wellness Center,"Fri, Apr 2, 2021",4:30 PM – 5:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=939427
Arts Annex Kit Pop Up,"Sign up now for a limited supply of arts kits to be passed out on Friday, April 2nd from the Arts Annex. Sign up here for the kit you'd like (Painting, Drawing, Collage, or special kit options!), and you will receive an email from Sarah Neff with a confirmation of your kit choice and a request for your preferred pick up time. If you are waitlisted, please wait for an email with confirmation that there are supplies for you!",Health/Wellness,1,Student Involvement & Leadership,"Fri, Apr 2, 2021",10 AM – 5 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1061477
Arts Annex Kit Pop Up,"Sign up now for a limited supply of arts kits to be passed out on Friday, April 2nd from the Arts Annex. Sign up here for the kit you'd like (Painting, Drawing, Collage, or special kit options!), and you will receive an email from Sarah Neff with a confirmation of your kit choice and a request for your preferred pick up time. If you are waitlisted, please wait for an email with confirmation that there are supplies for you!",Health/Wellness,1,Student Involvement & Leadership,"Fri, Apr 2, 2021",10 AM – 4 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1046781
Virtual Sleight of Hand with the Wellness Center,"Through this virtual wellness experience you will have the opportunity to learn or expand your knowledge of card tricks!You can help to spread joy, laughter, and ""How did you do that?"", all while disconnecting from the stresses of schoolwork and learning a new skill.This group meets on the every Wednesday from 7:00 - 7:50pm online.Join us on Zoom:https://duke.zoom.us/meeting/register/tJMscOCsqz4qHNZWxbk56Mz5_sc-FV6gcgAN",Health/Wellness,1,Student Wellness Center,"Thu, Apr 1, 2021",7 PM – 7:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=921179
In-Person Knitting Group with the Wellness Center,"Created by one of our Wellness Interns, this in-person experience gives you a chance to become a part of an inclusive community (physically distanced) while learning or improving upon a skill that promotes wellness through the mindful activity of knitting. No prior experience necessary!Students who participate must adhere to the Duke Compact, wearing a mask, physically distancing, and completing the SyMon monitoring app.This session will be streamed via Zoom for those who are remote. Zoom Link: https://duke.zoom.us/meeting/register/tJMlfumqpjotE9zthgWWF67D9SKrsTgJ_0rU",Health/Wellness,1,Student Wellness Center,"Thu, Apr 1, 2021",5 PM – 6 PM EDT (GMT-4),Outside Behind Student Wellness Center | Labyrinth & Meditation Garden,https://dukegroups.com/events/rsvp?id=1053832
Virtual Knitting Group with the Wellness Center,"Created by one of our Wellness Interns, this virtual experience gives you a chance to become a part of an inclusive community while learning or improving upon a skill that promotes wellness through the mindful activity of knitting.  No prior experience necessary!Join us on Zoom:https://duke.zoom.us/meeting/register/tJMlfumqpjotE9zthgWWF67D9SKrsTgJ_0rUThursdays- 5:00pm-6:00pm",Health/Wellness,1,Student Wellness Center,"Thu, Apr 1, 2021",5 PM – 6 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=921209
Virtual Guided Meditation,"Join our weekly meditation Tuesdays and Thursdays from 4:00PM-4:50PM as a tool to decrease stress.To join, click the link:https://duke.zoom.us/meeting/register/tJEsfuuorTojEtUPEcszJ7qoL8LllEZYXbMprAll levels of experience are welcome, and the sessions are open to all Duke students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Thu, Apr 1, 2021",4 PM – 4:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=918627
Virtual Guided Meditation,"Join our weekly meditation Mondays, Wednesdays, and Thursdays from 12:00PM-12:50PM as a tool to decrease stress.To join, click the link:https://duke.zoom.us/meeting/register/tJcrdemprD8uH9KsmYUvn_C-AcuE4sm1ArHoMeeting ID: 936 2012 4456All levels of experience are welcome, and the sessions are open to all Duke students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Thu, Apr 1, 2021",12 PM – 12:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=918480
Virtual Sleight of Hand with the Wellness Center,"Through this virtual wellness experience you will have the opportunity to learn or expand your knowledge of card tricks!You can help to spread joy, laughter, and ""How did you do that?"", all while disconnecting from the stresses of schoolwork and learning a new skill.This group meets on the every Wednesday from 7:00 - 7:50pm online.Join us on Zoom:https://duke.zoom.us/meeting/register/tJMscOCsqz4qHNZWxbk56Mz5_sc-FV6gcgAN",Health/Wellness,1,Student Wellness Center,"Wed, Mar 31, 2021",7 PM – 7:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=921044
Virtual Guided Meditation,"Join our weekly meditation Mondays, Wednesdays, and Thursdays from 12:00PM-12:50PM as a tool to decrease stress.To join, click the link:https://duke.zoom.us/meeting/register/tJcrdemprD8uH9KsmYUvn_C-AcuE4sm1ArHoMeeting ID: 936 2012 4456All levels of experience are welcome, and the sessions are open to all Duke students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Wed, Mar 31, 2021",12 PM – 12:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=918477
Virtual Guided Meditation,"Join our weekly meditation Tuesdays and Thursdays from 4:00PM-4:50PM as a tool to decrease stress.To join, click the link:https://duke.zoom.us/meeting/register/tJEsfuuorTojEtUPEcszJ7qoL8LllEZYXbMprAll levels of experience are welcome, and the sessions are open to all Duke students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Tue, Mar 30, 2021",4 PM – 4:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=918625
Virtual Buddhist Meditation,"If you are interested in joining a meditation community, here is a culturally and ideologically diverse group that brings core Buddhist teachings and mindfulness practices through experiential exercises and discussion.Deeply committed to celebrating different identities and vantage points and welcome all who are curious, including beginners, experienced Buddhists, and those of other faiths equally.To access: https://duke.zoom.us/my/bmcdzoom.All levels of experience are welcome, and the sessions are open to all Duke students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Mon, Mar 29, 2021",7 PM – 8 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=918777
Virtual PASH Chats,Peer Advocacy for Sexual Health (PASH) Chat is an opportunity for students to discuss sexual health and healthy relationships in a safe and empowering environment. This group meets every Monday from 7:00pm-7:50pm on Zoom.To join:  https://duke.zoom.us/meeting/register/tJMqc-qgpjItG9ZtFsjo1YOwrqUOevDMNJHx,Health/Wellness,1,Student Wellness Center,"Mon, Mar 29, 2021",7 PM – 8 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=920580
Virtual Yoga with the Student Wellness Center,Practice self care and join us for Yoga!Mondays - 2:00 - 2:50pmhttps://duke.zoom.us/meeting/register/tJYvceCurT4rHtJ48TifimOX6-Z_0tvMXbYD,Health/Wellness,1,Student Wellness Center,"Mon, Mar 29, 2021",2 PM – 2:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=920625
Virtual Guided Meditation,"Join our weekly meditation Mondays, Wednesdays, and Thursdays from 12:00PM-12:50PM as a tool to decrease stress.To join, click the link:https://duke.zoom.us/meeting/register/tJcrdemprD8uH9KsmYUvn_C-AcuE4sm1ArHoMeeting ID: 936 2012 4456All levels of experience are welcome, and the sessions are open to all Duke students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Mon, Mar 29, 2021",12 PM – 12:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=918476
The Group: Virtual Recovery Group Meeting,Are you a Duke student in recovery? Do you need support and community? Join us on Mondays at 10:30 AM on Zoom.https://duke.zoom.us/s/92176967807,Health/Wellness,1,Student Wellness Center,"Mon, Mar 29, 2021",10:30 AM – 11:30 AM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=938973
The Group: Virtual Recovery Group Meeting,Are you a Duke student in recovery? Do you need support and community? Join us on Fridays at 4:30 PM on Zoom. https://duke.zoom.us/s/91741811570,Health/Wellness,1,Student Wellness Center,"Fri, Mar 26, 2021",4:30 PM – 5:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=939426
Virtual Sleight of Hand with the Wellness Center,"Through this virtual wellness experience you will have the opportunity to learn or expand your knowledge of card tricks!You can help to spread joy, laughter, and ""How did you do that?"", all while disconnecting from the stresses of schoolwork and learning a new skill.This group meets on the every Wednesday from 7:00 - 7:50pm online.Join us on Zoom:https://duke.zoom.us/meeting/register/tJMscOCsqz4qHNZWxbk56Mz5_sc-FV6gcgAN",Health/Wellness,1,Student Wellness Center,"Thu, Mar 25, 2021",7 PM – 7:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=921178
Virtual Knitting Group with the Wellness Center,"Created by one of our Wellness Interns, this virtual experience gives you a chance to become a part of an inclusive community while learning or improving upon a skill that promotes wellness through the mindful activity of knitting.  No prior experience necessary!Join us on Zoom:https://duke.zoom.us/meeting/register/tJMlfumqpjotE9zthgWWF67D9SKrsTgJ_0rUThursdays- 5:00pm-6:00pm",Health/Wellness,1,Student Wellness Center,"Thu, Mar 25, 2021",5 PM – 6 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=921204
Virtual Guided Meditation,"Join our weekly meditation Tuesdays and Thursdays from 4:00PM-4:50PM as a tool to decrease stress.To join, click the link:https://duke.zoom.us/meeting/register/tJEsfuuorTojEtUPEcszJ7qoL8LllEZYXbMprAll levels of experience are welcome, and the sessions are open to all Duke students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Thu, Mar 25, 2021",4 PM – 4:50 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=918616
