title,details,type,type_id,host,date,time,location,link
Ballroom Dance Workshop,"Join us for our free weekly virtual ballroom dance workshops! We will be teaching a variety of technique, choreo, and dance styles like Cha Cha, Swing, Waltz, Foxtrot, and more! No partner or experience required~ Check out our website for more information about us and to see our class calendar. https://sites.duke.edu/dukeballroomdance/",Workshop/Short Course,3,Club Ballroom Dance,"Sun, Sep 13, 2020",2 PM – 3 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=812221
DUST Meeting,A workshop meeting for DUST members!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Thu, Sep 10, 2020",9 PM – 10 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=803125
GANO Virtual Tutoring,Every Tuesday and Thursday from 6:30-7:30 we will be facilitating free English tutoring from Duke students for the local Hispanic community via Zoom!  All tutors and tutees will join our main Zoom link and then be paired off into breakout rooms for the hour.,Workshop/Short Course,3,Gente Aprendiendo para Nuevas Oportunidades,"Thu, Sep 10, 2020",6:30 PM – 7:30 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=783983
Consulting Case Interview Clinic,"Attend this casual, fun clinic to understand and practice consulting cases and prepare for the interview process. Some interviews are already being held and most will be held before the end of September.Get prepared and learn from current consultants and analysts about structuring a case and the strategies for a successful case interview.Attire is business casual.Registration is required in",Workshop/Short Course,3,Career Center,"Thu, Sep 10, 2020",6 PM – 7:30 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=744524
Weaving 101,"Create a miniature weaving on a credit card loom! Learn the basics of warp, weft, and the tabby stitch. Once you learn these simple steps you may be amazed at how adaptable the process can be.Supplies needed for this workshop include a credit card, scissors, warp thread, yarn, and needles.IMPORTANT NOTE: The first 20 Durham-based students to register will be provided with supplies for this workshop at no cost. An email will be sent for on-campus pickup instructions.Local faculty and staff are encouraged to pick up supplies (paint and canvas) at a discounted rate from ARTpost at Happymess. Call ahead to confirm cost and pre-pay at (919) 286-9763.",Workshop/Short Course,3,Duke Arts Create,"Thu, Sep 10, 2020",6 PM – 7 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=748326
DASL Weekly Lessons,Every week we will be holding ASL lessons!,Workshop/Short Course,3,Duke ASL,"Thu, Sep 10, 2020",6 PM – 7 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=771122
Koru Mindfulness Class Starting: September 9th | 10:00am - 11:15 am,"Developed right here at Duke, Koru Mindfulness is an evidence-based program specifically designed for teaching mindfulness and meditation as way to manage stress and reduce anxiety.You will learn specific skills that help calm and focus your mind, including breathing exercises, guided imagery, body scan, and more.",Workshop/Short Course,3,Student Wellness Center,"Wed, Sep 9, 2020",10 AM – 11:15 AM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=740185
Online and Phone Interview Tips,"Internship and job interviews are an opportunity to tell your story while clearly conveying your skills and interest for a specific position and organization. Since interviews this fall will either be conducted online or via phone, this workshop will help you learn useful strategies to prepare strong responses to some of the most common behavioral-style interview questions.",Workshop/Short Course,3,Career Center,"Wed, Sep 9, 2020",10 AM – 10:45 AM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=770547
IHouse Presentation: CLG Extended Orientation Workshops,Sept 9 - Building Community Online with Director of Communication and Intercultural ProgramsSept 16 -Time Management with the Academic Resource Center staffSept 23 - Personal Finance and Budgeting with Duke Financial AidSept 30 - Off-Campus Job and Internship Search with Career CenterOct 7 - Virtual Networking with Career CenterOct 14 - Applying for Optional Practical Training (OPT) for Foreign Nationals with Duke Visa Services,Workshop/Short Course,3,Duke International Student Center,"Wed, Sep 9, 2020",9 AM – 10 AM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=787309
GANO Virtual Tutoring,Every Tuesday and Thursday from 6:30-7:30 we will be facilitating free English tutoring from Duke students for the local Hispanic community via Zoom!  All tutors and tutees will join our main Zoom link and then be paired off into breakout rooms for the hour.,Workshop/Short Course,3,Gente Aprendiendo para Nuevas Oportunidades,"Tue, Sep 8, 2020",6:30 PM – 7:30 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=783941
Koru Mindfulness Class Starting: September 8th | 3:30pm - 4:45 pm,"Developed right here at Duke, Koru Mindfulness is an evidence-based program specifically designed for teaching mindfulness and meditation as way to manage stress and reduce anxiety.You will learn specific skills that help calm and focus your mind, including breathing exercises, guided imagery, body scan, and more.",Workshop/Short Course,3,Student Wellness Center,"Tue, Sep 8, 2020",3:30 PM – 4:45 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=740838
Motorsports Workshop 2 - Advanced Analysis in CAD,Learn and develop advanced CAD analyses forms in the shape of finite element analyses and material properties,Workshop/Short Course,3,Duke Motorsports,"Sat, Sep 5, 2020",3 PM – 5 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=771290
Activist Illustrations and Zine Making,"Throughout history, Zines have been used as a tool for sharing information and resources for activists and artists. In this workshop participants will explore artists who use Zine-making to bring forward voices of Black, People of Color, Queer and Indigenous Communities. Participants will learn the steps and techniques of creating a Zine and leave with their own completed DIY Activist Zine to share.Contribute your voice to the cause. Show up with your passion and ideas, some paper, a pencil or pen, scissors and an object with a flat edge like a butter knife. This workshop is designed for people of all abilities and ages. Families are welcome.Ôüú",Workshop/Short Course,3,Duke Arts Create,"Thu, Sep 3, 2020",6 PM – 7 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=748116
Consulting 101 Q&A w/Michael Levin '20,"Are you engaging in fall recruitment for consulting and have questions about consulting at large, how best to prep, and the process ahead? Join the Career Center and alum Michael Levin '20, incoming Associate at Putnam Associates, for a general outline of this fall and best tips to get prepared. Bring all of your questions as this session is meant for live Q&A!",Workshop/Short Course,3,Career Center,"Thu, Sep 3, 2020",4 PM – 5 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=756782
Koru Mindfulness Class Starting: September 3rd | 1:00 - 2:15 pm,"Developed right here at Duke, Koru Mindfulness is an evidence-based program specifically designed for teaching mindfulness and meditation as way to manage stress and reduce anxiety.You will learn specific skills that help calm and focus your mind, including breathing exercises, guided imagery, body scan, and more.",Workshop/Short Course,3,Student Wellness Center,"Thu, Sep 3, 2020",1 PM – 2:15 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=734161
DukeCreate & Filmcraft: Camera Systems and Camera Operation,"The Cinematic Arts Filmcraft Workshop Series is  designed to give students the opportunity to develop hard skills in practical areas of filmmaking.  It includes topics in cinematography, editing, post-production, and sound.  It is aimed at filmmakers looking to advance their practice, as well as those interested in a first look at the techniques and technology of film.The Fall 2020 Filmcraft Workshops are streamed from the Cinematic Arts Film Studio. Please join us Thursdays in in September and October for live demonstrations, discussion, and Q&A.",Workshop/Short Course,3,Duke Arts Create,"Thu, Sep 3, 2020",12:30 PM – 2:30 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=748281
"""Paint Like"" Kandinsky's Squares with Concentric Circles (1913): A VisArts & DukeCreate Collaboration","Join Duke University Union VisArts, and DukeCreate in our first of four ""Paint Like"" offerings!In this workshop participants will recreate ""Squares with Concentric Circles (1913)"",  Wassily Kandinsky's most recognizable work. Ironically, Kandinsky didn't set out to create a piece of fine art. Instead, this work was a color experiment to explore how different combinations of colors are perceived by our eyes. We will delve into color theory and mix a wide variety of hues as we create our own version of his famous painting! At the completion of the workshop, participants will leave with a completed 11├ù14 painting.IMPORTANT NOTE: The first 30 Durham-based students to register will be provided with supplies for this workshop at no cost. An email will be sent for on-campus pickup instructions. Local faculty and staff are encouraged to pick up supplies (paint and canvas) at a discounted rate from ARTpost at Happymess. Call ahead to confirm cost and pre-pay at (919) 286-9763.Materials needed for ""Paint Like"" workshops include:Acrylic paints: red, yellow, blue, white, green, purple, black2 brushes, small 1/8 in round brush and 3/4 in flat brush (Basically one Little one and one wider one)PalettePaper towelWater cups11x14in canvasAbout the InstructorChristine Holton was born and raised in Durham, NC. She has enjoyed traveling all over the continental US, however has kept her home here in the Bull City.She received her BA in Art Education in 2008 from North Carolina Central University with a concentration in Painting and Drawing. The years since have been spent painting and collaging, teaching art classes and camps, managing her own business, and enjoying her love of plants and animals. She is a teaching artist in Durham and has shown work throughout the state and has work in homes across the US.",Workshop/Short Course,3,DUU Visual Arts Committee,"Wed, Sep 2, 2020",6 PM – 7 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=772450
Duke ASL Info Session,"Come learn about Duke ASL and our plan for lessons, events, and more this semester! In addition, you'll have the chance to ask returning members and the exec board any and all questions that you might have.",Workshop/Short Course,3,Duke ASL,"Tue, Sep 1, 2020",6:30 PM – 7:30 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=773600
Practice Interview Sessions: Behavioral Interviews,"Registration Required in CareerConnections prior to September 1, http://careerconnections.duke.edu.Practice your behavioral or technical interview skills and get valuable feedback through these practice interview sessions. Interviews will last 30-45 minutes and include a post-interview discussion and critique.┬áThis event is fully online and requires students to coordinate the time and online meeting platform for the practice interview with your assigned Interviewer during the week of 09/07-09/15.┬áYou will be connected with your Interviewer via email by 09/03.┬áYou will then schedule a meeting with your Interviewer on an agreed-upon date/time and online meeting platform and within the 09/07-09/15 time frame. Interviews should be 45 minutes long - 30 minutes for the practice interview, and 15 minutes for feedback.",Workshop/Short Course,3,Career Center,"Tue, Sep 1, 2020 1:00 PM –","Tue, Sep 15, 2020 1:00 PM EDT (GMT-4)",Online Event,https://dukegroups.com/events/rsvp?id=739590
Koru 2.0 Mindfulness Class Starting: September 1st | 12:00pm - 1:15 pm,"Must have completed Koru Basic class.Developed right here at Duke, Koru Mindfulness is an evidence-based program specifically designed for teaching mindfulness and meditation as way to manage stress and reduce anxiety.You will learn specific skills that help calm and focus your mind, including breathing exercises, guided imagery, body scan, and more.",Workshop/Short Course,3,Student Wellness Center,"Tue, Sep 1, 2020",12 PM – 1:15 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=738111
Harmony For Producers,"Join Brooks Frederickson, PhD candidate in the Duke music department, for this first in a series of workshops designed to increase your understanding around the theoretical fundamentals of music through examples pulled from current indie, pop, EDM, and hip-hop hits. Producers are encouraged to follow along with their Digital Audio Workstation (DAW) of choice–Ableton, Logic, Garageband, Reaper, Pro Tools, etc.No prior music theory background or experience needed, all are welcome!This workshop will address the following questions:• What is a scale?• What is an interval?• What is a chord?• What is a chord progression?• How do I add variety to my chord progressions?• How do I dissect and understand a song's harmonic structure?",Workshop/Short Course,3,Duke Arts Create,"Mon, Aug 31, 2020",6 PM – 7 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=748071
DCBD Audition Workshop 2,"Second zoom workshop for learning our audition routine! Come meet our members, ask any questions, and dance together!**Zoom Password: DCBD2020**Here at Duke Club Ballroom Dance, we're devoted to learning and teaching ballroom dance through classes, social dances, performances, and competitions! We require NO EXPERIENCE (seriously), so we encourage everyone to audition. We will also not be charging dues for the fall semester!",Workshop/Short Course,3,Club Ballroom Dance,"Sun, Aug 30, 2020",11 AM – 12 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=745749
Motorsports Workshop 1 - Intro to SolidWorks,Learn the basics of CAD Modeling via SolidWorks - one of the most popular CAD softwares in the Engineering Industry,Workshop/Short Course,3,Duke Motorsports,"Sat, Aug 29, 2020",3 PM – 5 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=771279
DCBD Audition Workshop 1,"First zoom workshop for learning our audition routine! Come meet our members, ask any questions, and dance together!**Zoom Password: DCBD2020**Here at Duke Club Ballroom Dance, we're devoted to learning and teaching ballroom dance through classes, social dances, performances, and competitions! We require NO EXPERIENCE (seriously), so we encourage everyone to audition. We will also not be charging dues for the fall semester!",Workshop/Short Course,3,Club Ballroom Dance,"Fri, Aug 28, 2020",8 PM – 9 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=744980
Duke Swing: Shim-Sham Lesson,"This is the first Friday night lesson of the year taught by Duke Swing! We will be teaching the Shim Sham, one of the most iconic line dances in swing.",Workshop/Short Course,3,Duke Swing Dance Club,"Fri, Aug 28, 2020",8 PM – 9 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=753957
Contour Line Drawing: Sketching Items Around the House,"Come learn how to make quick and beautiful drawings using the contour line technique. Gather several sheets of paper and three different colored drawing implements – could be pens, pencils, markers, crayons – whatever you have around. In the class we will create quick drawings of objects and our hands using the blind contour technique. Next we will create a longer form drawing of a room in our home using contour lines and the site measuring technique for proportions. At the end of the class you will have several quick drawings and one or two more finished pieces.",Workshop/Short Course,3,Duke Arts Create,"Thu, Aug 27, 2020",3 PM – 4 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=748065
Sketching with William Paul Thomas,"Join Durham based artist William Paul Thomas for a virtual sketching and mixed media workshop. He will lead an exercise in combining sketches and found images to create a one of a kind artwork. Consider using magazines, newspaper, and construction paper to follow along to create your own.",Workshop/Short Course,3,Duke Arts Create,"Wed, Aug 26, 2020",6 PM – 7 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=749048
Chef's Demo w/ Duke Alumna Kelly Brown,Video 2 (5:43): What to MakeImprov Cooking:Learn three template meals that work with almost any ingredients so you can make delicious meals without following a recipe.,Workshop/Short Course,3,Dining,"Wed, Aug 26, 2020",3 PM – 3:30 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=738652
Koru Mindfulness Class Starting: August 26th | 11:00am - 12:15 pm,"Developed right here at Duke, Koru Mindfulness is an evidence-based program specifically designed for teaching mindfulness and meditation as way to manage stress and reduce anxiety.You will learn specific skills that help calm and focus your mind, including breathing exercises, guided imagery, body scan, and more.",Workshop/Short Course,3,Student Wellness Center,"Wed, Aug 26, 2020",11 AM – 12:15 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=738058
Chef's Demo w/ Duke Alumna Kelly Brown,How to Stock Your PantryHOW TO STOCK YOUR PANTRYLearn how to stock your kitchen with versatile ingredients so you can make a quick and delicious meal any day of the week!,Workshop/Short Course,3,Dining,"Wed, Aug 19, 2020",3 PM – 3:15 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=738650
VIRTUAL- Koru Mindfulness Class Starting: July 8th | 3:00 - 4:15 pm,"Developed right here at Duke, Koru Mindfulness is an evidence-based program specifically designed for teaching mindfulness and meditation as way to manage stress and reduce anxiety.You will learn specific skills that help calm and focus your mind, including breathing exercises, guided imagery, body scan, and more.",Workshop/Short Course,3,Student Wellness Center,"Wed, Jul 8, 2020",3 PM – 4:15 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=721991
Koru Mindfulness Class Starting: May 13th | 2:00pm -3:15 pm,"Start your summer semester off by prioritizing your self-care. At home for the summer and need to continue your wellness practice?; everyone is welcome! Join Koru Meditation to learn different skills to help you relax, focus on the present, and more. This is class is open to Duke students, faculty or staff.Developed right here at Duke, Koru Mindfulness is an evidence-based program specifically designed for teaching mindfulness and meditation as way to manage stress and reduce anxiety.Dates: May 13th, 20th, 27th, June 3rdTime: 2:00PM-3:15PMLocation: Zoom Link received post registration.",Workshop/Short Course,3,Student Wellness Center,"Thu, May 13, 2021",2 PM – 3:15 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1093612
Koru Mindfulness Class Starting: May 11th | 10:00am -11:15 am,"Start your summer semester off by prioritizing your self-care. Join Koru Meditation to learn different skills to help you relax, focus on the present, and more. This is class is open to Duke students, faculty or staff.Developed right here at Duke, Koru Mindfulness is an evidence-based program specifically designed for teaching mindfulness and meditation as way to manage stress and reduce anxiety.Dates: May 11th, 18th, 25th, June 1stTime: 10:00AM-11:15AMLocation: Zoom Link received post registration.",Workshop/Short Course,3,Student Wellness Center,"Tue, May 11, 2021",10 AM – 11:15 AM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1093606
Tuesday ASL Meeting,"Join us to watch a recording of last week's material! Open to all, this is a low-stress gathering to practice ASL and ask questions.",Workshop/Short Course,3,Duke ASL,"Tue, Apr 20, 2021",6 PM – 7 PM EDT (GMT-4),Online via Zoom,https://dukegroups.com/events/rsvp?id=1018216
Music-Making with Jacob Collier,"Join Grammy Award winning artist, Jacob Collier, to understand his music-making process, peek ""behind the scenes"" of his home recording studio, and for the chance to ask this rising legend your questions.",Workshop/Short Course,3,Duke Arts Create,"Tue, Apr 20, 2021",3 PM – 4:30 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1080432
Resume & Career Workshop,,Workshop/Short Course,3,"Phi Beta Sigma Fraternity, Inc.","Thu, Apr 15, 2021",7:15 PM – 8:15 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1078721
GANO Virtual Tutoring,Every Tuesday and Thursday from 6:30-7:30 we will be facilitating free English tutoring from Duke students for the local Hispanic community via Zoom! All tutors and tutees will join our main Zoom link (with a password and waiting room) and then be paired off into breakout rooms for the hour.,Workshop/Short Course,3,Gente Aprendiendo para Nuevas Oportunidades,"Thu, Apr 15, 2021",6:30 PM – 7:30 PM EDT (GMT-4),Virtual - Zoom,https://dukegroups.com/events/rsvp?id=949386
Duke ASL Lessons,"Join us for our weekly ASL lessons taught by our favorite instructor, Becky! Reserve your spot in order to join, and if spots fill up or you can't make this time, join our Zoom on Tuesday nights to watch the recording and practice!",Workshop/Short Course,3,Duke ASL,"Thu, Apr 15, 2021",6 PM – 7 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1035631
"""Paint Like"" Romero Britto, ""Heart Pride"" -- A DukeCreate  + Mi Gente + VisArts Collaboration","Join DukeCreate, Mi Gente Duke University Union (DUU) committee member, VisArts, at our fourth ""Paint Like"" offering of the Spring semester!Romero Britto is a Brazilian artist and sculptor. His works are noted for their bold patterns and vibrant colors that combines elements of cubism, pop art, and graffiti painting. In this workshop we will create a beautiful rendering of one of his works using paint and canvas.IMPORTANT NOTE: The first 50 Durham-based members of the Duke community to register will be provided with supplies for this workshop at no cost. An email will be sent prior to the workshop for on-campus pickup instructions. Waitlisted registrants are encouraged to pick up supplies (paint and canvas) at a discounted rate from ARTpost at Happymess. Call ahead to confirm cost and pre-pay at (919) 286-9763.Materials needed for ""Paint Like"" workshops include:Call the ARTpost for details.About the InstructorChristine Holton was born and raised in Durham, NC. She has enjoyed traveling all over the continental US, however has kept her home here in the Bull City.She received her BA in Art Education in 2008 from North Carolina Central University with a concentration in Painting and Drawing. The years since have been spent painting and collaging, teaching art classes and camps, managing her own business, and enjoying her love of plants and animals. She is a teaching artist in Durham and has shown work throughout the state and has work in homes across the US.",Workshop/Short Course,3,DUU Visual Arts Committee,"Thu, Apr 15, 2021",6 PM – 7:15 PM EDT (GMT-4),Zoom,https://dukegroups.com/events/rsvp?id=1069016
Talking Taboo: Liberating our Wellbeing and Pleasure from Social Constructs,"Diya is hosting Sonalee Rashatwar--an award-winning clinical social worker, sex therapist, adjunct lecturer, and grassroots organizer--virtually for all Duke students on April 15th at 6 PM ET. She identifies as a queer bisexual non-binary and South Asian therapist and is the co-owner of Radical Therapy Center, which is specialized in treating sexual trauma, body image issues, racial or immigrant identity issues, and South Asian family systems, while offering fat and body positive sexual healthcare. Her interactive workshop will work to deconstruct notions of body image and pleasure, and it will consist of discussions, quiet writing time, and reflection. RSVP for the workshop at the following link: https://forms.gle/whJRYLtvcqHWbrss5",Workshop/Short Course,3,Duke Diya (South Asian Students Association),"Thu, Apr 15, 2021",6 PM – 7:30 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1073011
"Sex Ed Session 4: Safe(r), Sane, Consensual","If you're curious, excited, and maybe a little nervous about the kinky sex you didn't learn about in high school, join us for BDU's Sex Ed Sessions! In this fourth and final session, join BDU, DuWell, and Professor Pete Sigal for a discussion on kink, BDSM, and how to practice safer sex.Wednesday, April 14th, 6-7pmZoom ID: 982 3951 9278",Workshop/Short Course,3,Blue Devils United,"Wed, Apr 14, 2021",6 PM – 7 PM EDT (GMT-4),Virtual,https://dukegroups.com/events/rsvp?id=1075769
GANO Virtual Tutoring,Every Tuesday and Thursday from 6:30-7:30 we will be facilitating free English tutoring from Duke students for the local Hispanic community via Zoom! All tutors and tutees will join our main Zoom link (with a password and waiting room) and then be paired off into breakout rooms for the hour.,Workshop/Short Course,3,Gente Aprendiendo para Nuevas Oportunidades,"Tue, Apr 13, 2021",6:30 PM – 7:30 PM EDT (GMT-4),Virtual - Zoom,https://dukegroups.com/events/rsvp?id=949385
Tuesday ASL Meeting,"Join us to watch a recording of last week's material! Open to all, this is a low-stress gathering to practice ASL and ask questions.",Workshop/Short Course,3,Duke ASL,"Tue, Apr 13, 2021",6 PM – 7 PM EDT (GMT-4),Online via Zoom,https://dukegroups.com/events/rsvp?id=1018215
Siren Music Workshop: Intro to Recording and Sampling Audio,Beginner-friendly workshop on recording and sampling audio.,Workshop/Short Course,3,Siren Music Community,"Fri, Apr 9, 2021",5 PM – 6 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1076898
GANO Virtual Tutoring,Every Tuesday and Thursday from 6:30-7:30 we will be facilitating free English tutoring from Duke students for the local Hispanic community via Zoom! All tutors and tutees will join our main Zoom link (with a password and waiting room) and then be paired off into breakout rooms for the hour.,Workshop/Short Course,3,Gente Aprendiendo para Nuevas Oportunidades,"Thu, Apr 8, 2021",6:30 PM – 7:30 PM EDT (GMT-4),Virtual - Zoom,https://dukegroups.com/events/rsvp?id=949384
Duke ASL Lessons,"Join us for our weekly ASL lessons taught by our favorite instructor, Becky! Reserve your spot in order to join, and if spots fill up or you can't make this time, join our Zoom on Tuesday nights to watch the recording and practice!",Workshop/Short Course,3,Duke ASL,"Thu, Apr 8, 2021",6 PM – 7 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1035630
"Sex Ed Session 3: We're Here, We're Queer","If you're curious, excited, and maybe a little nervous about the queer sexualities and relationships you didn't learn about in high school, join us for BDU's Sex Ed Sessions! In this third session, join BDU and DuWell for a discussion on LGBTQ+ identities, different kinds of relationships, and how to maintain healthy communication in relationships.""Sex Ed Session 3: We're Here, We're Queer""Wednesday, April 7th, 6-7pmZoom ID: 982 3951 9278",Workshop/Short Course,3,Blue Devils United,"Wed, Apr 7, 2021",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1065659
GANO Virtual Tutoring,Every Tuesday and Thursday from 6:30-7:30 we will be facilitating free English tutoring from Duke students for the local Hispanic community via Zoom! All tutors and tutees will join our main Zoom link (with a password and waiting room) and then be paired off into breakout rooms for the hour.,Workshop/Short Course,3,Gente Aprendiendo para Nuevas Oportunidades,"Tue, Apr 6, 2021",6:30 PM – 7:30 PM EDT (GMT-4),Virtual - Zoom,https://dukegroups.com/events/rsvp?id=949383
Tuesday ASL Meeting,"Join us to watch a recording of last week's material! Open to all, this is a low-stress gathering to practice ASL and ask questions.",Workshop/Short Course,3,Duke ASL,"Tue, Apr 6, 2021",6 PM – 7 PM EDT (GMT-4),Online via Zoom,https://dukegroups.com/events/rsvp?id=1018214
Roberts Rules of Order Workshop,Honey Process activity,Workshop/Short Course,3,Alpha Pi Omega Sorority Inc.,"Mon, Apr 5, 2021",6 PM – 7 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1051878
Bamboo Bike Shelter Workshop,Construction Workshop for building the base of the bike shelter,Workshop/Short Course,3,Duke Smart Home,"Fri, Apr 2, 2021",5 PM – 7 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1065630
GANO Virtual Tutoring,Every Tuesday and Thursday from 6:30-7:30 we will be facilitating free English tutoring from Duke students for the local Hispanic community via Zoom! All tutors and tutees will join our main Zoom link (with a password and waiting room) and then be paired off into breakout rooms for the hour.,Workshop/Short Course,3,Gente Aprendiendo para Nuevas Oportunidades,"Thu, Apr 1, 2021",6:30 PM – 7:30 PM EDT (GMT-4),Virtual - Zoom,https://dukegroups.com/events/rsvp?id=949382
Duke ASL Lessons,"Join us for our weekly ASL lessons taught by our favorite instructor, Becky! Reserve your spot in order to join, and if spots fill up or you can't make this time, join our Zoom on Tuesday nights to watch the recording and practice!",Workshop/Short Course,3,Duke ASL,"Thu, Apr 1, 2021",6 PM – 7 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1035629
Koru 2.0 Mindfulness Class Starting: April 1st | 3:00pm - 4:15 pm,"Have you taken our entry level Koru class and want to build your meditation skills? Join our 2.0 class to practice skills such loving kindness and chair yoga. This is class is open to Duke students, faculty or staff.Developed right here at Duke, Koru Mindfulness is an evidence-based program specifically designed for teaching mindfulness and meditation as way to manage stress and reduce anxiety.To participate, you will be required to attend all 4 classes consecutively. You must also have completed Koru Basic before attending this class.Dates: April 1st, 8th, 15th, 22ndTime: 3:00PM-4:15PMLocation: Zoom Link received post registration.",Workshop/Short Course,3,Student Wellness Center,"Thu, Apr 1, 2021",3 PM – 4:15 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1054448
Koru Mindfulness Class Starting: April 1st | 1:00pm - 2:15 pm,"Are you a student (undergraduate, graduate, professional), staff, or faculty member searching for ways to manage your stress and anxiety? Are you searching for a safe space to learn about wellness? Join a Koru class led on Thursdays (April 1st- 22nd) from 1:00pm-2:15pm for an opportunity to learn skills and strategies to navigate times of uncertainty and build your mindfulness muscle.Dates: April 1st, 8th, 15th, 22ndTime: 1:00PM-2:15PMLocation: Zoom Link received post registration.",Workshop/Short Course,3,Student Wellness Center,"Thu, Apr 1, 2021",1 PM – 2:15 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1056416
March PACT Training - Session II,"PACT is an interactive, student-facilitated training sponsored by the Women's Center that aims to engage everyone in preventing gender violence on Duke's campus. PACT Training helps students identify situations of concern and provides knowledge and tools to encourage safe and successful interventions. **Participants are required to attend both Sessions 1 & 2.**PACT Topics:Types of gender violence (sexual assault, intimate partner violence, stalking, sexual harassment)Meaning of consent (Only an enthusiastic yes means yes!)Healthy, positive sexual communicationConsent and the use of alcohol and drugsIntersectionalityRape cultureCommon scenarios of concernBuilding empathy for victimsSupporting victim-survivors after an incident of gender violenceCommon perpetrator characteristicsGender violence red flagsPractical and safe intervention techniques",Workshop/Short Course,3,Women's Center,"Wed, Mar 31, 2021",6:30 PM – 8 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=894256
Sex Ed Session 2: Talking Bodies,"If you're curious, excited, and maybe a little nervous about the sexy bodies you didn't talk about in high school, join us for BDU's Sex Ed Sessions! In this second session, join BDU and PASH for a discussion about sex and communication for trans, intersex, disabled, and fat bodies.Wednesday, March 31st, 6-7pmZoom ID:  982 3951 9278",Workshop/Short Course,3,Blue Devils United,"Wed, Mar 31, 2021",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1061410
GANO Virtual Tutoring,Every Tuesday and Thursday from 6:30-7:30 we will be facilitating free English tutoring from Duke students for the local Hispanic community via Zoom! All tutors and tutees will join our main Zoom link (with a password and waiting room) and then be paired off into breakout rooms for the hour.,Workshop/Short Course,3,Gente Aprendiendo para Nuevas Oportunidades,"Tue, Mar 30, 2021",6:30 PM – 7:30 PM EDT (GMT-4),Virtual - Zoom,https://dukegroups.com/events/rsvp?id=949381
